market,event_phase,inclusion,window,window_slug,sample_filter,n_events,mean_car,std_car,se_car,ci_low_95,ci_high_95,t_stat,p_value
CN,effective,1,"[-5,+5]",m5_p5,nonoverlap_120d,117,0.006998810475068539,0.07515871952827592,0.006948426078395268,-0.0066201046385861865,0.020617725588723265,1.007251195609597,0.3159105452148779
CN,effective,1,"[-3,+3]",m3_p3,nonoverlap_120d,117,-0.009750382240933405,0.057976374067872836,0.005359917678646057,-0.020255820891079676,0.0007550564092128672,-1.8191291033776478,0.07147113853517242
CN,effective,1,"[-1,+1]",m1_p1,nonoverlap_120d,117,0.004197615062544008,0.048900185470235405,0.004520823745964946,-0.004663199479547287,0.013058429604635304,0.9285066833871997,0.35507285109004927
US,announce,0,"[-5,+5]",m5_p5,nonoverlap_120d,111,-0.007238866466849335,0.1035865844937825,0.00983200349249655,-0.026509593312142574,0.012031860378443901,-0.7362554816395043,0.46314245183841135
US,announce,0,"[-3,+3]",m3_p3,nonoverlap_120d,111,-0.006870661455920688,0.09672168374187276,0.009180415948624301,-0.02486427671522432,0.011122953803382945,-0.7484041566711656,0.4558136217895639
US,announce,0,"[-1,+1]",m1_p1,nonoverlap_120d,111,-0.0004889006435286041,0.08827660058655065,0.00837884412845743,-0.016911435135305165,0.01593363384824796,-0.058349413837181875,0.9535761748754225
US,announce,1,"[-5,+5]",m5_p5,nonoverlap_120d,251,0.013969326523795329,0.08591762629131103,0.005423072484252419,0.0033401044546605887,0.02459854859293007,2.5759062900891743,0.010572996640513763
US,announce,1,"[-3,+3]",m3_p3,nonoverlap_120d,250,0.015049109784579793,0.07374538471365165,0.004664067652410066,0.005907537185856064,0.024190682383303522,3.226606238613083,0.0014206209031211929
US,announce,1,"[-1,+1]",m1_p1,nonoverlap_120d,249,0.018658748335192675,0.05599910561546713,0.003548799123620299,0.011703102052896888,0.025614394617488462,5.257764016848042,3.147952371401883e-07
US,effective,0,"[-5,+5]",m5_p5,nonoverlap_120d,111,-0.005113740516328857,0.09330004140042687,0.008855648029925436,-0.02247081065498271,0.012243329622324998,-0.5774552578250917,0.5648120377083824
