batch_id,announce_date,effective_date,ticker,security_name,inclusion,reconstructed_running_variable,cutoff,distance_to_cutoff,boundary_side,reference_warning
2025-05-30,2025-05-30,2025-06-13,300316,晶盛机电,1,310,300,10,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,000800,一汽解放,1,311,300,11,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,603833,欧派家居,1,312,300,12,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,300782,卓胜微,1,313,300,13,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-05-30,2025-05-30,2025-06-13,600161,天坛生物,1,314,300,14,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,601699,潞安环能,0,300,300,0,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,688169,石头科技,1,301,300,1,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,000983,山西焦煤,1,299,300,-1,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,002129,TCL中环,0,298,300,-2,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,002459,晶澳科技,1,302,300,2,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,300661,圣邦股份,1,303,300,3,right_or_at_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,601865,福莱特,0,297,300,-3,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
2025-11-28,2025-11-28,2025-12-12,300782,卓胜微,1,296,300,-4,left_of_cutoff,L2 公开重建边界参考，只用于采集核对；不能直接复制为 L3 running_variable。
